hs6,hscode,품명,MFN(2순위),잠정세율(2순위),APTA(1순위),FTA세율
300449,3004490080,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),5%,,,0%
300449,3004490091,"Drugs containing other alkaloids and their derivatives that have an anticancer effect(mixed or non-mixed, administrated dose or retail package for treatment or prevention), put up in measured doses, packings for retail sale",5%,0%,,0%
300449,3004490092,"Tiotropium bromide powder inhaler, tiotropium bromide spray, compound ipratropium bromide solution for inhalation, ipratropium bromide aerosol",5%,0%,,0%
300449,3004490099,Other medicines containing alkaloids and their derivatives(in formulated dose or in retail packaging),5%,,,0%
300450,3004500000,"Other, containing vitamins or other products of heading 29.36",0%,,,
300460,3004601000,Containing artemisinins and their derivatives,0%,,,
300460,3004609010,"Medicaments containing sulfa drugs, put up in measured doses, packings for retail sale",0%,,,
300460,3004609021,"Medicaments of Chinese style, containing endangered animals or vegetables, put up in measured doses, packings for retail sale",0%,,,
300460,3004609029,"Medicaments of Chinese style, containing other composition, put up in measured doses, packings for retail sale",0%,,,
300460,3004609030,"Other medicaments of Chinese style, containing endangered animals or vegetables, put up in measured doses, packings for retail sale",0%,,,
300460,3004609090,"Other medicaments, containing antimalarial active principles described in Subheading Note 2 to this Chapter, put up in measured doses, packings for retail sale",0%,,,
300490,3004901010,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,
300490,3004901020,"Anti cancer (anti cancer) drug preparations , excluding cancer adjuvant drugs, including the second batch of related commodities in the list of anti-cancer drugs, including retail packaging",0%,,,
300490,3004901030,"Pharmaceutical preparations for rare diseases, including the second batch of related commodities in the list of rare diseases drugs, including retail packaging",0%,,,
300490,3004901090,"Other medicaments containing sulfa drugs, put up in measured doses or in forms of packings for retail sale",0%,,,
300490,3004902000,Containing biphenyl dicarbxybte,4%,,2%,0%
300490,3004905110,"Medicated liquors or wines, containing composition of endangered animals or plants, (put up in measured doses or in forms or packings for retail sale)",0%,,,
300490,3004905190,"Medicated liquors or wines, containing other composition(put up in measured doses or in forms or packings for retail sale)",0%,,,
300490,3004905200,Pien Tzu Huang,3%,,1.50%,0%
300490,3004905310,"Bai Yao, containing natural musk(put up in measured doses or in form or packing for retail sale)",3%,,1.50%,0%
300490,3004905390,"Bai Yao, containing artificial musk(put up in measured doses or in form or packing for retail sale)",3%,,1.50%,0%
300490,3004905400,Essential balm,0%,,,
300490,3004905510,"Angongniuhuang pills, containing natural musk(put up in measured doses or in form or packings for retail sale)",3%,,1.50%,0%
300490,3004905590,"Other angongniuhuang pills, (put up in measured doses or in form or packings for retail sale)",3%,,1.50%,0%
300490,3004905910,"Medicaments of Chinese style, containing composition of endangered animals or plants(put up in measured doses or in forms or packings for retail sale)",0%,,,
300490,3004905990,"Medicaments of Chinese style, containing other composition (put up in measured doses or in forms or packings for retail sale)",0%,,,
300490,3004909010,"Medicaments containing composition of endangered animals or plants(not containing taxinol, put up in measured doses or in forms or packings for retail sale)",0%,,,
300490,3004909020,Medicaments containing taxinol(put up in measured doses or in forms or packings for retail sale),0%,,,
300490,3004909030,Other single preparations containing narcotic drngs of Chapter 29 (put up in measured doses or in forms or packings for retail sale),0%,,,
300490,3004909041,"Compound preparations, containing diphenoxylate (put up in measured doses and in forms or packing for retail sale)",0%,,,
300490,3004909049,"Other single preparations , containing psychotropic substances of Chapter 29(put up in measured doses and in forms or packing for retail sale)",0%,,,
300490,3004909050,"Compound preparations, containing propoxyphene and its salts(put up in measured doses or in forms or packings for retail sale)",0%,,,
300490,3004909060,"Compound camphor tineture(containing opium tincture, camphor benzoic acid, star-anise oil, including in forms or packing for retail sale)",0%,,,
300490,3004909071,"Single preparartions, androst-4-allyl-3α, 17β-estradi [4-androstene-glycol(3α, 17β)], put up in measured doses(including in forms or packing for retail sale)",0%,,,
300490,3004909072,"Single preparartions, androst-5-allyl-3α, 17α-estradi [5-androstene-glycol(3α, 17α)], put up in measured doses(including in forms or packing for retail sale)",0%,,,
300490,3004909073,"Single preparartions, androst-5-allyl-3α, 17β-estradi [5-androstene-glycol(3α, 17β)], put up in measured doses(including in forms or packing for retail",0%,,,
300490,3004909074,"Single preparations, containting 5α-androstane-3α, 17αdiol or androst-4-allyl-3α, 17α-estradi [4-androsteneglycol(3α, 17α)], put up in measured doses(including in forms or packing for retail sale)",0%,,,
300490,3004909075,"Single preparations, containting 5α-androstan-3β, 17β-estradi, put up in measured doses(including in forms or packing for retail sale)",0%,,,
300490,3004909077,"Single preparations, containting androsterone(3β-hydroxy-5α-androstane-17-ketone), put up in measured doses(including in forms or packing for retail sale)",0%,,,
300490,3004909078,"Single preparations, containting zilpaterol, put up in measured doses(including in forms or packing for retail sale)",0%,,,
300490,3004909079,"Single preparations, containting epitestosterone, put up in measured doses(including in forms or packing for retail sale)",0%,,,
300490,3004909083,Single formulation containing 1-epiandrosterone (3beta-hydroxy-5alpha-androst-1-ene-17-one),0%,,,
300490,3004909084,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,
300490,3004909085,Other commodities listed in the doping catalogue (including retail packaging),0%,,,
300490,3004909091,"With FG-4592 (CAS 808118-40-3, a kind of hypoxia inducible factor -prolinehydroxylase inhibitors) have been preparations dosage (including retail wrapping)",0%,,,
300490,3004909092,"Medicaments containing 5a-androstane-2-ene-17-ketone, put up in measured doeses(including in forms or packings for retail sale)",0%,,,
300490,3004909093,Anti-cancer drug preparations(excluding cancer adjuncts),0%,,,
300490,3004909094,Formula containing 2-androstenol(5alpha-androsterol-2-ene-17-ol)in prescribed dose,0%,,,
300490,3004909095,Formula containing 3-androstenol(5alpha-androsterol-3-ene-17-ol)in prescribed dose,0%,,,
300490,3004909096,Formula containing 3-androstenol(5alpha-androsterol-3-ene-17-one)in prescribed dose,0%,,,
300490,3004909098,"Pharmaceutical preparations for rare diseases, including the first batch and the second batch of related commodities in the list of rare diseases drugs",0%,,,
300490,3004909099,Other equipped with fixed dose drug (including retail wrapping),0%,,,
300510,3005101000,Adhesive plasters,5%,,4%,0%
300510,3005109000,Other,5%,,,0%
300590,3005901000,"Absorbent cotton, gauze, bandages",5%,,3%,0%
300590,3005909000,Other,5%,,,0%
300610,3006100000,"Sterile surgical catgut, similar sterile suture materials(including sterile absorbable surgical or donfal yams) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics;sterile surgical or dontal adhesion borriers, whether or not absorbable",5%,,,0%
300620,3006200000,Blood-grouping reagents,3%,,,0%
300630,3006300000,Opacifying preparations for X-ray examinations;diagnostic reagents designed to be administered to the patient,4%,,,0%
300640,3006400000,Dental cements and other dental fillings;bone reconstruction cements,5%,,,1.50%
300650,3006500000,First-aid boxes and kits,5%,,,0%
300660,3006601000,Contraceptive preparations based on hormones,0%,,,
300660,3006609000,Other,0%,,,
300670,3006700000,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,6.50%,,,0%
300691,3006910000,Appliamces identifiable for ostomy use,10%,5%,5%,3%
300692,3006920000,Waste pharmaceuticals,5%,,,0%
310100,3101001100,Guano,3%,,,0%
310100,3101001910,"Forest litter, not chemically treated (including rotten leaves, rotten roots, bark, leaves, roots and other forest humus)",6.50%,,3.30%,0%
310100,3101001990,Other animal and vegetable fertilizer not chemically treated,6.50%,,3.30%,0%
310100,3101009010,"Animals or vegetable fertilizer, chemically treated, containing, compositions of animals' natural character",4%,,,2.10%
310100,3101009020,"Forest litter, chemically treated (including rotten leaves, rotten roots, bark, leaves, roots and other forest humus)",4%,,,2.10%
310100,3101009090,"Other vegetable fertilizere, chemical treated",4%,,,2.10%
310210,3102100010,"Urea(whether or not in aqueous solution, in-quota)",4%,,40%,
310210,3102100090,"Urea(whether or not in aqueous solution, out -quota)",50%,,40%,
310221,3102210000,Ammonium sulphate,4%,,,0%
310229,3102290000,Other,4%,,,0%
310230,3102300000,"Ammonium nitrate, whether or not in aqueous solution",4%,,,0%
310240,3102400000,Mixtures of ammonium nitrate with calcium carbonate or other inorganic nonfertilizing substances,4%,,,0%
310250,3102500000,Sodium nitrate,4%,,,0%
310260,3102600000,Double salts and mixtures of calcium nitrate and ammonium nitrate,4%,,,0%
310280,3102800000,Mixtures of urea and ammonium ni-trate in aqueous or ammoniacal solution,4%,,,0%
310290,3102901000,Calcium cyanamide,4%,,,0%
310290,3102909000,Other,4%,,,0%
310311,3103111000,Triple superphosphates,4%,1%,,0%
310311,3103119000,Other,4%,1%,,0%
310319,3103190000,Other,4%,1%,,0%
310390,3103900000,Other,4%,1%,,0%
310420,3104202000,Pure potassium chloride(Potassium chloride≥99. 5％ by weigh),3%,,,0%
310420,3104209000,Other,3%,1%,,0%
310430,3104300000,Potassium sulphate,3%,1%,,1.60%
310490,3104901000,"Carnallite, sylvite and other crude natural potassium salts",3%,1%,,0%
310490,3104909000,Other,3%,1%,,0%
310510,3105100010,"Ammonium nitrate, goods of this in tablets or similar in forms or packages of a gross weight≤10kg",4%,1%,,0%
310510,3105100090,"Other goods of the chapter 31, in tablets or similar in forms or packages of a gross weight≤10kg",4%,1%,,0%
310520,3105200010,"Mineral or chemical fertilizers containing the three fertilizing elemtnts nitrogen, phosphorus and potassium, in-quota",4%,,,
310520,3105200090,"Mineral or chemical fertilizers (containing the three fertilizing elements nitrogen, phosphorus and potassium, out -quota)",50%,,,
310530,3105300010,"Diammonium hydrogenorthophosphate (diammonium phosphate), in-quota",4%,,,
310530,3105300090,"Diammonium hydrogenorthophosphate (diammonium phosphate), out -quota",50%,,,
310540,3105400000,Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),4%,1%,,0%
310551,3105510000,Containing nitrates and phosphates,4%,1%,,0%
310559,3105590000,Other,4%,1%,,0%
310560,3105600000,Mineral or chemical fertilizers containing the two fertilizing elements phosphorus and potassium,4%,1%,,0%
310590,3105901000,Organic -iaorganic compound fertilizers.,4%,1%,,0%
310590,3105909000,Other:,4%,1%,,0%
320110,3201100000,Quebracho extract,5%,,,0%
320120,3201200000,Wattle extract,6.50%,,,0%
320190,3201901010,Other tanning extracts of endangered vegetable origin,6.50%,,,0%
320190,3201901090,Other tanning extracts of vegetable origin,6.50%,,,0%
320190,3201909000,Other,6.50%,,,0%
320210,3202100000,Synthetic organic tanning substances,6.50%,,,0%
320290,3202900010,"Chrome free tanning(whether or not containing natural substances, including enzyme preparation for pre tanning)",6.50%,3%,,0%
320290,3202900090,"Other inorganic tanning and tanning agents(whether or not containing natural substances, including enzyme preparation for pre tanning)",6.50%,,,0%
320300,3203001100,Natural indigo and preparations based thereon,6.50%,,,0%
320300,3203001910,Colouring matter and preparations based thereon of endangered vegetable origin,6.50%,,,0%
