HS6,HSCODE,NM_EN,NM_KO
310280,3102800000,mixtures urea ammonium nitrate aqueous ammoniacal solution ,요소ㆍ질산암모늄의 혼합물(수용액이나 암모니아용액을 혼합한 것으로 한정한다)
310290,3102901000,double salts calcium nitrate magnesium nitrate ,질산칼슘과 질산마그네슘의 겹염
310311,3103110000,containing weight diphosphorus pentaoxide p2o5 ,오산화인(P2O5)의 함유량이 전 중량의 100분의 35 이상인 것
310390,3103901000,disintegrated calcined calcium phosphates ,소성인산석회
310390,3103902000,calcium hydrogenorthophosphate containing weight fluorine ,오르토인산수소칼슘(플루오르의 함유량이 전중량의 100분의 0.2 이상으로 한정한다)
310390,3103903000,other calcium phosphate ,기타 인산석회
310390,3103904000,mixtures phosphatic fertilisers ,혼합 인산질비료
310420,3104200000,potassium chloride ,염화칼륨
310430,3104301000,weight k2o ,산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 52 이하인 것
310430,3104301000,potassium sulfate ,
310490,3104901010,weight k2o ,산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 30 이하인 것
310510,3105100000,fertilizer packages gross weight exceeding ample ,
310510,3105100000,fertilizer packages gross weight exceeding everybody kalma ,
310510,3105100000,fertilizer packages gross weight exceeding kinds food vegetables ,
310510,3105100000,fertilizer packages gross weight exceeding top dressing ,
310510,3105100000,fertilizer bio ,
310510,3105100000,fertilizer packages gross weight exceeding liquid ,
310510,3105100000,fertilisers mineral water ecom ,
310510,3105100000,fertilizer calmax ,
310510,3105100000,fertilizer nutrismart ,
310510,3105100000,fertilizer packages gross weight exceeding granule ,
310510,3105100000,fertilisers cataract constant ,
310510,3105100000,fertilizer root blaster ,
310510,3105100000,liquid fertilizer green ,
310510,3105100000,vegetable fertilizer ,
310510,3105100000,fertilizer miraclegro ,
310510,3105100000,fertilisers ,
310510,3105100000,fertilizer gemari ,
310510,3105100000,fertiliser liquid nutrient agaricus extract wood essence herbs essence molasses ,
310510,3105100000,liquid fertilisers ,
310510,3105100000,fertilizer chito power ,
310510,3105100000,fertilizer vitall fertilizer ,
310510,3105100000,fertilizer palsmatm brownish luquid gallonbottle oinorganic materials ,
310510,3105100000,new fertilegene good harvest ,
310510,3105100000,goods chapter tablets similar forms packages gross weight exceeding ,이 류에 열거한 물을 둥글넓적한(tablet) 모양이나 이와 유사한 모양으로 한 것이거나 용기를 포함한 한 개의 총중량이 10킬로그램 이하로 포장한 것
310510,3105100000,fertilisers ,
310510,3105100000,fertilizer jobes ,
310520,3105200000,mineral chemical fertilisers containing fertilising elements phosphorus potassium ,질소ㆍ인ㆍ칼륨을 함유한 광물성 비료나 화학비료
310520,3105200000,microelement concentrate foliar applied fertilizer ,
310520,3105200000,compound raw material taki liquid fertilizer ,
310520,3105200000,fertilizer pes nutrient supplement ,
310520,3105200000,fertiliserssuper orga ,
310520,3105200000,protik ,
310520,3105200000,compound raw material taki liquid fertilizer ,
310530,3105300000,diammonium hydrogenorthophosphate diammonium phosphate ,오르토인산수소 이암모늄(인산이암모늄)
310540,3105400000,ammonium dihydrogenorthophosphate monoammonium phosphate thereof diammonium hydrogenorthophosphate diammonium phosphate ,"오르토인산이수소암모늄(인산일암모늄), 이것과 오르토인산수소이암모늄(인산이암모늄)의 혼합물"
310540,3105400000,ammonium dihydrogen orthophosphate ,
310551,3105510000,containing nitrates phosphates ,질산염과 인산염을 함유한 비료
310560,3105600000,mineral chemical fertilisers containing fertilising elements phosphorus potassium ,인과 칼륨을 함유한 광물성 비료나 화학비료
310590,3105901000,fertilisers containing nitrogen potassium ,질소와 칼륨을 함유한 비료
310590,3105901000,fertiliser laver ,
310590,3105901000,fertilisers containing nitrogen potassium nutrilake ,
310590,3105909000,fertilizer harmony complete ,
310590,3105909000,fertilizer amitech liquid alginic acid tyrosine acidlysine acid leucine acid cystine acid sugarsphosphatic substancenitrogenous substance ,
310590,3105909000,fertilizer retain ,
310590,3105909000,fertilizersafe green ,
310590,3105909000,fertilizer earth care clc ,
310590,3105909000,fertilizer earth care ,
310590,3105909000,brown liquid fertilizer sugars acid organic nitrogen compound ,
310590,3105909000,fertilizer hydromaxliquid ironite ,
310590,3105909000,other fertilisers natural fertilizer vital green ,
310590,3105909000,natural green ,
310590,3105909000,other fertilizer amino acid byproduct ,
310590,3105909000,other fertilizer vedagro fertilizer ,
310590,3105909000,other fertilisers ,
310590,3105909000,fertilizer frisol grey granular fertilizer organic compoundnitrogen phosphorus minerals ,
310590,3105909000,other fertilizers ,
310590,3105909000,fertilizer seasol liquid ,
320110,3201100000,quebracho extract ,퀘브라쵸 추출물(quebracho extract)
320120,3201200000,wattle extract ,왓틀 추출물(wattle extract)
320190,3201901010,extracts mangrove ,망그로브 추출물(extract)
320190,3201901020,extracts myrobolans ,미로보란 추출물(extract)
320190,3201901030,extracts sumach ,수마크 추출물(extract)
320190,3201901040,extracts gambier ,감비어 추출물(extract)
320190,3201902000,tannins tannic acids salts ,탄닌산과 그 염
320190,3201902000,tannins silvafeed ,
320190,3201902000,chestnut wood tannin silvafeed ,
320190,3201902000,chestnut wood tannin medi tannsilvateam ,
320190,3201902000,tannins silvafeed ,
320190,3201902000,tannic acid ,
320190,3201903000,ethers esters tannins ,탄닌의 에테르나 에스테르
320190,3201904000,other derivatives tannins ,그 밖의 탄닌의 유도체
320210,3202101000,aromatic syntans ,방향족 신탄스
320210,3202102000,alkylsulphonylchlorides ,염화 알킬술폰
320210,3202103000,resinic tanning products ,수지성 유연제
320290,3202901000,inorganic tanning products ,무기유연제
320290,3202902000,artificial bates ,인조 탈회제
320300,3203001100,natural indigo ,천연 인디고(indigo)
320300,3203001910,logwood ,로그우드(logwood)
320300,3203001920,sandal wood ,백단향(白檀香)
320300,3203001930,chlorophyll ,엽록소
320300,3203001990,colouring matter vegetable origin monascus ,
320300,3203001990,colouring matter vegetable origin oleoresin ,
320300,3203001990,color matter vegetable ,
320300,3203001990,colouring matter vegetable origin tomato extraction powder ,
320300,3203001990,colouring matter vegetable origin high volume pigment ,
320300,3203001990,colouring matter vegetable origin chili extract ,
320300,3203001990,colouring matter vegetable origin red radish ,
320300,3203001990,colouring matter vegetable origin curcumin extract curcuminoids ,
320300,3203002010,cochineal ,코치니엘(cochineal)
320300,3203002020,kermes ,커미즈(kermes)
320300,3203002030,sepia ,세피아(sepia)
320300,3203003000,preparations based colouring matter vegetable animal origin ,식물성이나 동물성 착색제를 기본 재료로 한 조제
320300,3203003000,vegetable coloring preparation ,
320300,3203003000,preparation based colouring matter vegetable natural tomato lycopene powder ,
320300,3203003000,colouring matter preparation grape active red ,
320300,3203003000,preparations based colouring matter vegetable origin astazine oil ,
320300,3203003000,preparations based colouring matter vegetable origin ana dry ,
320300,3203003000,prepared colouring matter vegetable nutrigold yellow dry xanthophylls ,
320300,3203003000,prepared colouring matter vegetable kem dry ,
320300,3203003000,prepared colouring matter vegetable origin ,
320300,3203003000,preparations based colouring matter vegetable origin npws gulf paprika ,
320300,3203003000,preparation based colouring matter vegetable ,
320300,3203003000,preparations based colouring matter vegetable origin natural tomato lycopenetomato extract oil ,
320300,3203003000,preparations based colouring matter vegetable origin natural tomato lycopenetomato extract oil ,
320300,3203003000,preparations based colouring matter vegetable gardenia florida fruit extract icid ,
320300,3203003000,preparations based colouring matter vegetable origin lutein ,
320300,3203003000,prepared colouring matter vegetable kem dry ,
320300,3203003000,preparations based colouring matter vegetable origin extractlutein oil ,
320300,3203003000,preparations based colouring matter vegetable origin black currant extract ,
320300,3203003000,preparations based colouring matter vegetable origin cacao pigment ,
320300,3203003000,preparation based colouring matter vegetable c-mix ,
320300,3203003000,preparations based colouring matter animal origin carophyll pink ,
320300,3203003000,preparations based colouring matter vegetable origin astareal ,
320300,3203003000,preparations based colouring matter vegetable origin hematococcus extract ,
320300,3203003000,preparations based colouring matter vegetable collar ,
320300,3203003000,preparations based colouring matter vegetable origin extraction pigment ,
320300,3203003000,preparation based colouring matter vegetable origin other food preperation ,
320300,3203003000,preparations based colouring matter vegetable brown color ,
320300,3203003000,preparations based colouring matter vegetable carotinon ,
320300,3203003000,preparations based colouring matter vegetable ,
320300,3203003000,preparations based colouring matter ,
320300,3203003000,preparations based colouring matter vegetable origin oleo resintermerick ,
320411,3204111000,intermediate products disperse dyes press cake ,분산성 염료 중간체[프레스케익(press cake)으로 한정한다]
320412,3204121000,acid dyes stain ,
320412,3204121000,acid dyes preparations based thereon ,산성염료와 및 이들을 기본 재료로 한 조제
320412,3204122000,mordant dyes preparations based thereon ,매염염료와 이들을 기본 재료로 한 조제
320413,3204130000,basic dyes preparations based thereon ,염기성 염료와 이들을 기본 재료로 한 조제
320413,3204130000,synthetic organic coloring matter ,
320414,3204140000,direct dyes preparations based thereon ,직접 염료와 이들을 기본 재료로 한 조제
320415,3204150000,vat dyes including usable state pigments preparations based thereon ,건염(建染) 염료(그 상태에서 안료로 사용할 수 있는 것을 포함한다)와 이들을 기본 재료로 한 조제
320415,3204150000,preparation based vat dye sscc blue ,
320416,3204160000,reactive dyes preparations based thereon ,반응성 염료와 이들을 기본 재료로 한 조제
320417,3204170000,pigment prepartions cyan ,
320417,3204170000,pigment preparations yellow ,
320417,3204170000,pigment preparations blue ,
320417,3204170000,pigment preparations smb red ,
320417,3204170000,pigment preparations blue fftr ,
320417,3204170000,pigment prepartions black ,
320417,3204170000,pigment preparation pigment master batch ,
320417,3204170000,pigment preparations ,
320417,3204170000,pigment preparation ,
320417,3204170000,pigment preparations orange ,
320417,3204170000,pigment preparation green epoxy pigment kec ,
320417,3204170000,pigment preparation master batch ,
320417,3204170000,pigment preparation gxs ,
320417,3204170000,pigment preparation gmmixpm ,
320417,3204170000,pigment preparations ,
320417,3204170000,pigment prepartions black ,
